"(G [1435,1806] ((var72) >= (var73))) until [15,1444] (((var74) > (var75)) or ((not (var76) ) until [1332,1938] (G [1015,1030] (var77))))","{'until': {'left_node': {'always_bounded': {'child_node': {'predicate': {'left_node': 'var72', 'right_node': 'var73', 'type': '>='}}, 'bound': [1435.0, 1806.0]}}, 'right_node': {'or': {'left_node': {'predicate': {'left_node': 'var74', 'right_node': 'var75', 'type': '>'}}, 'right_node': {'until': {'left_node': {'not': {'child_node': 'var76'}}, 'right_node': {'always_bounded': {'child_node': 'var77', 'bound': [1015.0, 1030.0]}}, 'bound': [1332.0, 1938.0]}}}}, 'bound': [15.0, 1444.0]}}","Always, within the interval [1435,1806], var72 is greater than or equal to var73. This condition holds until the interval [15,1444] when either var74 is greater than var75 or it is not the case that var76 is true until the interval [1332,1938] when, always within the interval [1015,1030], var77 is true."
"not (F [1406,1584] (((var78) >= (6.24)) until [340,1255] (not (var79) )))","{'not': {'child_node': {'eventually_bounded': {'child_node': {'until': {'left_node': {'predicate': {'left_node': 'var78', 'right_node': 6.24, 'type': '>='}}, 'right_node': {'not': {'child_node': 'var79'}}, 'bound': [340.0, 1255.0]}}, 'bound': [1406.0, 1584.0]}}}}","It is not the case that eventually within the interval [1406,1584], var78 is greater than or equal to 6.24 until the interval [340,1255] when var79 is not true."
"(G [213,1132] ((var1) > (var2))) until [62,1842] ((var3) > (8.79))","{'until': {'left_node': {'always_bounded': {'child_node': {'predicate': {'left_node': 'var1', 'right_node': 'var2', 'type': '>'}}, 'bound': [213.0, 1132.0]}}, 'right_node': {'predicate': {'left_node': 'var3', 'right_node': 8.79, 'type': '>'}}, 'bound': [62.0, 1842.0]}}","Always within the interval [213,1132], var1 is greater than var2. This condition holds until the interval [62,1842] when var3 is greater than 8.79."
"F [1771,1998] (not ((var4) and (var5)) )","{'eventually_bounded': {'child_node': {'not': {'child_node': {'and': {'left_node': 'var4', 'right_node': 'var5'}}}}, 'bound': [1771.0, 1998.0]}}","Eventually within the interval [1771,1998], it is not the case that both var4 and var5 are true."
((var6) == (3.3)) and (((var7) >= (var8)) or ((var9) <= (7.19))),"{'and': {'left_node': {'predicate': {'left_node': 'var6', 'right_node': 3.3, 'type': '=='}}, 'right_node': {'or': {'left_node': {'predicate': {'left_node': 'var7', 'right_node': 'var8', 'type': '>='}}, 'right_node': {'predicate': {'left_node': 'var9', 'right_node': 7.19, 'type': '<='}}}}}}",var6 is equal to 3.3 and either var7 is greater than or equal to var8 or var9 is less than or equal to 7.19.
"((var10) < (6.17)) until [52,1853] (((var11) and (var12)) or (F [1886,1932] (var13)))","{'until': {'left_node': {'predicate': {'left_node': 'var10', 'right_node': 6.17, 'type': '<'}}, 'right_node': {'or': {'left_node': {'and': {'left_node': 'var11', 'right_node': 'var12'}}, 'right_node': {'eventually_bounded': {'child_node': 'var13', 'bound': [1886.0, 1932.0]}}}}, 'bound': [52.0, 1853.0]}}","var10 is less than 6.17 until, between the time intervals [52,1853], either var11 and var12 both hold true or eventually, between the time intervals [1886,1932], var13 becomes true."
"F [141,567] (not ((var14) or (var15)) )","{'eventually_bounded': {'child_node': {'not': {'child_node': {'or': {'left_node': 'var14', 'right_node': 'var15'}}}}, 'bound': [141.0, 567.0]}}","Eventually, between the time intervals [141,567], neither var14 nor var15 is true."
"F [97,1440] ((var16) == (4.64))","{'eventually_bounded': {'child_node': {'predicate': {'left_node': 'var16', 'right_node': 4.64, 'type': '=='}}, 'bound': [97.0, 1440.0]}}","Eventually, between the time intervals [97,1440], var16 is equal to 4.64."
((var17) <= (2.5)) and (not ((var18) <= (var19)) ),"{'and': {'left_node': {'predicate': {'left_node': 'var17', 'right_node': 2.5, 'type': '<='}}, 'right_node': {'not': {'child_node': {'predicate': {'left_node': 'var18', 'right_node': 'var19', 'type': '<='}}}}}}",var17 is less than or equal to 2.5 and it is not the case that var18 is less than or equal to var19.
not ((var20) > (var21)),"{'not': {'child_node': {'predicate': {'left_node': 'var20', 'right_node': 'var21', 'type': '>'}}}}",It is not the case that var20 is greater than var21.
((var22) == (var23)) and ((var24) > (1.94)),"{'and': {'left_node': {'predicate': {'left_node': 'var22', 'right_node': 'var23', 'type': '=='}}, 'right_node': {'predicate': {'left_node': 'var24', 'right_node': 1.94, 'type': '>'}}}}",var22 is equal to var23 and var24 is greater than 1.94.
((var25) == (4.32)) and (not ((var26) < (var27)) ),"{'and': {'left_node': {'predicate': {'left_node': 'var25', 'right_node': 4.32, 'type': '=='}}, 'right_node': {'not': {'child_node': {'predicate': {'left_node': 'var26', 'right_node': 'var27', 'type': '<'}}}}}}",var25 is equal to 4.32 and it is not the case that var26 is less than var27.
((var28) == (3.39)) and ((var29) <= (5.75)),"{'and': {'left_node': {'predicate': {'left_node': 'var28', 'right_node': 3.39, 'type': '=='}}, 'right_node': {'predicate': {'left_node': 'var29', 'right_node': 5.75, 'type': '<='}}}}",var28 is equal to 3.39 and var29 is less than or equal to 5.75.
"G [327,1129] (not (F [889,1464] (var30)) )","{'always_bounded': {'child_node': {'not': {'child_node': {'eventually_bounded': {'child_node': 'var30', 'bound': [889.0, 1464.0]}}}}, 'bound': [327.0, 1129.0]}}","Always, between the time intervals [327,1129], it is not the case that, eventually between the time intervals [889,1464], var30 is true."
"((G [54,112] ((var37) until [300,342] (var38))) or ((var39) > (var40))) or (F [966,1059] ((var41) < (9.02)))","{'or': {'left_node': {'or': {'left_node': {'always_bounded': {'child_node': {'until': {'left_node': 'var37', 'right_node': 'var38', 'bound': [300.0, 342.0]}}, 'bound': [54.0, 112.0]}}, 'right_node': {'predicate': {'left_node': 'var39', 'right_node': 'var40', 'type': '>'}}}}, 'right_node': {'eventually_bounded': {'child_node': {'predicate': {'left_node': 'var41', 'right_node': 9.02, 'type': '<'}}, 'bound': [966.0, 1059.0]}}}}","Either always, between the time intervals [54,112], var37 holds until the time intervals [300,342] when var38 becomes true, or var39 is greater than var40, or eventually, between the time intervals [966,1059], var41 is less than 9.02."
"not ((not ((var42) > (var43)) ) until [1148,1800] ((var44) <= (6.78)))","{'not': {'child_node': {'until': {'left_node': {'not': {'child_node': {'predicate': {'left_node': 'var42', 'right_node': 'var43', 'type': '>'}}}}, 'right_node': {'predicate': {'left_node': 'var44', 'right_node': 6.78, 'type': '<='}}, 'bound': [1148.0, 1800.0]}}}}","It is not the case that, it is untrue that var42 is greater than var43 until, between the time intervals [1148,1800], var44 is less than or equal to 6.78."
"not (((var1) until [269,592] (var2)) or ((var3) <= (var4)))","{'not': {'child_node': {'or': {'left_node': {'until': {'left_node': 'var1', 'right_node': 'var2', 'bound': [269.0, 592.0]}}, 'right_node': {'predicate': {'left_node': 'var3', 'right_node': 'var4', 'type': '<='}}}}}}","It is not the case that either var1 holds until the time intervals [269,592] when var2 becomes true or var3 is less than or equal to var4."
"F [1061,1422] (((var9) > (0.56)) until [1969,1971] ((var10) > (var11)))","{'eventually_bounded': {'child_node': {'until': {'left_node': {'predicate': {'left_node': 'var9', 'right_node': 0.56, 'type': '>'}}, 'right_node': {'predicate': {'left_node': 'var10', 'right_node': 'var11', 'type': '>'}}, 'bound': [1969.0, 1971.0]}}, 'bound': [1061.0, 1422.0]}}","Eventually, between the time intervals [1061,1422], var9 is greater than 0.56 until, between the time intervals [1969,1971], var10 is greater than var11."
"F [1811,1899] (G [417,1174] ((var22) until [961,1568] (var23)))","{'eventually_bounded': {'child_node': {'always_bounded': {'child_node': {'until': {'left_node': 'var22', 'right_node': 'var23', 'bound': [961.0, 1568.0]}}, 'bound': [417.0, 1174.0]}}, 'bound': [1811.0, 1899.0]}}","Eventually, between the time intervals [1811,1899], always, between the time intervals [417,1174], var22 holds until the time intervals [961,1568] when var23 becomes true."
"not (F [1168,1875] (G [1305,1731] ((var97) >= (8.28))))","{'not': {'child_node': {'eventually_bounded': {'child_node': {'always_bounded': {'child_node': {'predicate': {'left_node': 'var97', 'right_node': 8.28, 'type': '>='}}, 'bound': [1305.0, 1731.0]}}, 'bound': [1168.0, 1875.0]}}}}","""It should never be the case that at some point between times 1168 to 1875 it happens that, var97 remains greater than or equal to 8.28 all throughout a time window of 1305 to 1731 time units."""
"F [1502,2000] ((not (var98)) until [1900,1938] ((not (var99) ) and (not (var100) )))","{'eventually_bounded': {'child_node': {'until': {'left_node': {'not': {'child_node': 'var98'}}, 'right_node': {'and': {'left_node': {'not': {'child_node': 'var99'}}, 'right_node': {'not': {'child_node': 'var100'}}}}, 'bound': [1900.0, 1938.0]}}, 'bound': [1502.0, 2000.0]}}","""At some point between time 1502 to 2000, var98 must remain false until both var99 and var100 become false within a time window of 1900 to 1938 time units."""
"F [752,1914] (F [776,1776] ((not (var101) ) and ((var102) >= (6.05))))","{'eventually_bounded': {'child_node': {'eventually_bounded': {'child_node': {'and': {'left_node': {'not': {'child_node': 'var101'}}, 'right_node': {'predicate': {'left_node': 'var102', 'right_node': 6.05, 'type': '>='}}}}, 'bound': [776.0, 1776.0]}}, 'bound': [752.0, 1914.0]}}","""At some point between times 752 and 1914, it required that at some point between 776 and 176 var101 must remain false, and var102 must be greater than or equal to 6.05"""
"F [867,2000] (((F [1345,1865] (var103)) or ((var104) >= (2.32))) until [1155,1992] (not ((var105) or (var106)) ))","{'eventually_bounded': {'child_node': {'until': {'left_node': {'or': {'left_node': {'eventually_bounded': {'child_node': 'var103', 'bound': [1345.0, 1865.0]}}, 'right_node': {'predicate': {'left_node': 'var104', 'right_node': 2.32, 'type': '>='}}}}, 'right_node': {'not': {'child_node': {'or': {'left_node': 'var105', 'right_node': 'var106'}}}}, 'bound': [1155.0, 1992.0]}}, 'bound': [867.0, 2000.0]}}","""At some point between time 867 and 2000, it should be true that from time 115 to 1992, either var 104 is greater than 2.32 or at some point between 1345 and 1865 var103 is true, until it isn't the case that var105 or var106 are true"""
"(F [161,1708] ((var107) < (6.1))) or (not ((var108) > (var109)) )","{'or': {'left_node': {'eventually_bounded': {'child_node': {'predicate': {'left_node': 'var107', 'right_node': 6.1, 'type': '<'}}, 'bound': [161.0, 1708.0]}}, 'right_node': {'not': {'child_node': {'predicate': {'left_node': 'var108', 'right_node': 'var109', 'type': '>'}}}}}}","""Either it isn't the case that var108 is greater than var109 or at some point between times 161 and 1708 var107 must be less than 6.1"""
"(((var110) < (3.42)) and (F [834,1937] ((var111) >= (var112)))) or (not (((var113) or (var114)) or ((var115) >= (2.44))) )","{'or': {'left_node': {'and': {'left_node': {'predicate': {'left_node': 'var110', 'right_node': 3.42, 'type': '<'}}, 'right_node': {'eventually_bounded': {'child_node': {'predicate': {'left_node': 'var111', 'right_node': 'var112', 'type': '>='}}, 'bound': [834.0, 1937.0]}}}}, 'right_node': {'not': {'child_node': {'or': {'left_node': {'or': {'left_node': 'var113', 'right_node': 'var114'}}, 'right_node': {'predicate': {'left_node': 'var115', 'right_node': 2.44, 'type': '>='}}}}}}}}","""Either it must be the case var110 must be less than 3.42 and eventually between 834 and 1937 var111 must be greater than or equal to var112, or neither var113 nor var114 must be true, and var115 must not be greater than or equal to 2.44."""
"G [22,1526] ((((var116) <= (var117)) implies (F [415,1007] (var118))) and (not ((var119) < (0.63)) ))","{'always_bounded': {'child_node': {'and': {'left_node': {'implies': {'left_node': {'predicate': {'left_node': 'var116', 'right_node': 'var117', 'type': '<='}}, 'right_node': {'eventually_bounded': {'child_node': 'var118', 'bound': [415.0, 1007.0]}}}}, 'right_node': {'not': {'child_node': {'predicate': {'left_node': 'var119', 'right_node': 0.63, 'type': '<'}}}}}}, 'bound': [22.0, 1526.0]}}",It is always the case all throughout the time-interval 22 to 1526 that var119 is not ess than 0.63 and also simulaneously if var116 is less than or equal to var117 then it implies that eventually suring the time-periodfrom 415 to 1007 units var118 is true
"G [1421,1980] (G [1549,1775] ((not (var120) ) until [1613,1690] ((var121) >= (4.0))))","{'always_bounded': {'child_node': {'always_bounded': {'child_node': {'until': {'left_node': {'not': {'child_node': 'var120'}}, 'right_node': {'predicate': {'left_node': 'var121', 'right_node': 4.0, 'type': '>='}}, 'bound': [1613.0, 1690.0]}}, 'bound': [1549.0, 1775.0]}}, 'bound': [1421.0, 1980.0]}}","""If always through time 14 to 1980, it is the case that all throughtout the time interval 1549 to 1775 var120 is not true until (from time 1613 to time 1619) var121 is greater than or equal to 4.0"""
"(not (((var133) and (var134)) and ((var135) and (var136))) ) until [666,1771] (G [1690,1826] (((var137) == (var138)) implies ((var139) and (var140))))","{'until': {'left_node': {'not': {'child_node': {'and': {'left_node': {'and': {'left_node': 'var133', 'right_node': 'var134'}}, 'right_node': {'and': {'left_node': 'var135', 'right_node': 'var136'}}}}}}, 'right_node': {'always_bounded': {'child_node': {'implies': {'left_node': {'predicate': {'left_node': 'var137', 'right_node': 'var138', 'type': '=='}}, 'right_node': {'and': {'left_node': 'var139', 'right_node': 'var140'}}}}, 'bound': [1690.0, 1826.0]}}, 'bound': [666.0, 1771.0]}}","""It should never be the case that all variables var133, var134, var135 and var136 are simultaneously true within a time window of 666 to 1771 time units until, it happens that always during the time interval 1590 to 1626, if var137 is equal to var138 then var139 and var140 are true."""
(((var150) > (7.9)) implies ((var151) == (var152))) until ((((var153) >= (0.91)) or ((var154) and (var155))) implies ((var156) >= (var157))),"{'until': {'left_node': {'implies': {'left_node': {'predicate': {'left_node': 'var150', 'right_node': 7.9, 'type': '>'}}, 'right_node': {'predicate': {'left_node': 'var151', 'right_node': 'var152', 'type': '=='}}}}, 'right_node': {'implies': {'left_node': {'or': {'left_node': {'predicate': {'left_node': 'var153', 'right_node': 0.91, 'type': '>='}}, 'right_node': {'and': {'left_node': 'var154', 'right_node': 'var155'}}}}, 'right_node': {'predicate': {'left_node': 'var156', 'right_node': 'var157', 'type': '>='}}}}}}","""If var150 becomes greater than 7.9, then var151 must become equal to var152, until it so happens that if var153 is greater than or equal to 0.91 or if var154 and var155 are true simultaneously then it implies that var1556 is greater than or equal to var157"""
"F [1024,1493] (((var158) == (var159)) until [1152,1483] ((var160) >= (5.34)))","{'eventually_bounded': {'child_node': {'until': {'left_node': {'predicate': {'left_node': 'var158', 'right_node': 'var159', 'type': '=='}}, 'right_node': {'predicate': {'left_node': 'var160', 'right_node': 5.34, 'type': '>='}}, 'bound': [1152.0, 1483.0]}}, 'bound': [1024.0, 1493.0]}}","""At some point within a time window of 1024 and 1493, it happens that var158 is equal to var159 until (during time 1152 to 1483) var160 becomes greater than or equal to 5.34"""
"(((var161) >= (5.25)) implies ((var162) >= (3.43))) or (((var163) < (3.39)) or (G [1606,1775] ((var164) implies (var165))))","{'or': {'left_node': {'implies': {'left_node': {'predicate': {'left_node': 'var161', 'right_node': 5.25, 'type': '>='}}, 'right_node': {'predicate': {'left_node': 'var162', 'right_node': 3.43, 'type': '>='}}}}, 'right_node': {'or': {'left_node': {'predicate': {'left_node': 'var163', 'right_node': 3.39, 'type': '<'}}, 'right_node': {'always_bounded': {'child_node': {'implies': {'left_node': 'var164', 'right_node': 'var165'}}, 'bound': [1606.0, 1775.0]}}}}}}","""Either If var161 becomes greater than or equal to 5.25, then var162 must become greater than or equal to 3.43 or alternatively, if var163 is less than 3.39, or alternatively always throughout the window 1606 to 1775 if var164 is true then var165 is true"""
"(F [1002,1912] (((var166) and (var167)) or (G [1064,1762] (var168)))) until [314,2097] (((var169) <= (var170)) until [333,1284] ((var171) > (2.13)))","{'until': {'left_node': {'eventually_bounded': {'child_node': {'or': {'left_node': {'and': {'left_node': 'var166', 'right_node': 'var167'}}, 'right_node': {'always_bounded': {'child_node': 'var168', 'bound': [1064.0, 1762.0]}}}}, 'bound': [1002.0, 1912.0]}}, 'right_node': {'until': {'left_node': {'predicate': {'left_node': 'var169', 'right_node': 'var170', 'type': '<='}}, 'right_node': {'predicate': {'left_node': 'var171', 'right_node': 2.13, 'type': '>'}}, 'bound': [333.0, 1284.0]}}, 'bound': [314.0, 2097.0]}}","During the time interval 314 to 2097, eventually between times 1002 to 1912 var166 and var167 becomes simultaneously true or alternatiely always through time interval 1064 to 1762 var168 remains true, untill it so happens that during the time interval of 333 to 1284 var169 is less than equal to var177 until var171 is greater than 2.13"
"G [62,2033] (((F [139,1231] (F [269,864] (var190))) or ((var191) == (8.39))) and (((var192) == (var193)) implies ((var194) >= (7.05))))","{'always_bounded': {'child_node': {'and': {'left_node': {'or': {'left_node': {'eventually_bounded': {'child_node': {'eventually_bounded': {'child_node': 'var190', 'bound': [269.0, 864.0]}}, 'bound': [139.0, 1231.0]}}, 'right_node': {'predicate': {'left_node': 'var191', 'right_node': 8.39, 'type': '=='}}}}, 'right_node': {'implies': {'left_node': {'predicate': {'left_node': 'var192', 'right_node': 'var193', 'type': '=='}}, 'right_node': {'predicate': {'left_node': 'var194', 'right_node': 7.05, 'type': '>='}}}}}}, 'bound': [62.0, 2033.0]}}","Always throughout the time interval 62 to 2033, the condition that either var191 is equal to 8.39  or eventually between times 139 to 1231, at some point point between times 269 to 864 var190 is true and additionally the condition that var192 being eual to var193 implies that var194 is greater than or equal to 7.05 both become true simultaneously."
"(F [328,1853] (G [1485,1607] ((var235) <= (5.56)))) until [40,1942] (not (not (((var236) >= (var237)) until [1613,1654] (not (var238) )) ) )","{'until': {'left_node': {'eventually_bounded': {'child_node': {'always_bounded': {'child_node': {'predicate': {'left_node': 'var235', 'right_node': 5.56, 'type': '<='}}, 'bound': [1485.0, 1607.0]}}, 'bound': [328.0, 1853.0]}}, 'right_node': {'not': {'child_node': {'not': {'child_node': {'until': {'left_node': {'predicate': {'left_node': 'var236', 'right_node': 'var237', 'type': '>='}}, 'right_node': {'not': {'child_node': 'var238'}}, 'bound': [1613.0, 1654.0]}}}}}}, 'bound': [40.0, 1942.0]}}","Eventually at some point between times 328 and 1853, it happens that all throughout the time interval 1485 and 1607, var235 is less than or equal to 5.56, until (during the larger time interval of 40 to 1942), it isn't the case that it isn't true that var236 is greater than or equal to 237 until (during the time-frame 1613 to 1654) var238 becomes false."
"not (G [1680,1934] (((var62) >= (2.02)) implies ((var63) > (var64))))","{'not': {'child_node': {'always_bounded': {'child_node': {'implies': {'left_node': {'predicate': {'left_node': 'var62', 'right_node': 2.02, 'type': '>='}}, 'right_node': {'predicate': {'left_node': 'var63', 'right_node': 'var64', 'type': '>'}}}}, 'bound': [1680.0, 1934.0]}}}}","""It should not be the case that if always in the timeframe 1680 to 18934, var62 ha a value that is at least 2.02 then var63 must become greater than var64."""
"(((not (var65) ) and ((var66) <= (var67))) and ((F [864,1179] (var68)) until [627,1263] ((var69) > (var70)))) implies (not ((var71) > (var72)) )","{'implies': {'left_node': {'and': {'left_node': {'and': {'left_node': {'not': {'child_node': 'var65'}}, 'right_node': {'predicate': {'left_node': 'var66', 'right_node': 'var67', 'type': '<='}}}}, 'right_node': {'until': {'left_node': {'eventually_bounded': {'child_node': 'var68', 'bound': [864.0, 1179.0]}}, 'right_node': {'predicate': {'left_node': 'var69', 'right_node': 'var70', 'type': '>'}}, 'bound': [627.0, 1263.0]}}}}, 'right_node': {'not': {'child_node': {'predicate': {'left_node': 'var71', 'right_node': 'var72', 'type': '>'}}}}}}","""If it happens that var65 is false and var66 is less than or equal to var67 and during a time-interval of 627 to 1263 it is the case that eventualy between times 864 to 1179 var68 becomes true and remains true until var69 becomes greater than var70, then it must not be the case that var71 becomes greater than var72."""
"((F [756,905] (not (var76) )) or ((var77) >= (5.4))) or ((G [875,921] ((var78) <= (5.61))) until [656,1687] (not (not (var79) ) ))","{'or': {'left_node': {'or': {'left_node': {'eventually_bounded': {'child_node': {'not': {'child_node': 'var76'}}, 'bound': [756.0, 905.0]}}, 'right_node': {'predicate': {'left_node': 'var77', 'right_node': 5.4, 'type': '>='}}}}, 'right_node': {'until': {'left_node': {'always_bounded': {'child_node': {'predicate': {'left_node': 'var78', 'right_node': 5.61, 'type': '<='}}, 'bound': [875.0, 921.0]}}, 'right_node': {'not': {'child_node': {'not': {'child_node': 'var79'}}}}, 'bound': [656.0, 1687.0]}}}}","""Throughout the timeframe 656 to 1687, it is the case that either var76 is false at some point throughout the timeframe 756 to 905 or var77 is true or always throughout time 875 to 921 the var78 is less than equal to 5.61 all until it is not the case that var79 is not true."
"not ((G [1297,1544] ((var81) < (2.12))) or (not ((var82) == (9.47)) ))","{'not': {'child_node': {'or': {'left_node': {'always_bounded': {'child_node': {'predicate': {'left_node': 'var81', 'right_node': 2.12, 'type': '<'}}, 'bound': [1297.0, 1544.0]}}, 'right_node': {'not': {'child_node': {'predicate': {'left_node': 'var82', 'right_node': 9.47, 'type': '=='}}}}}}}}","""It must not be the case that, (var81) is not equal to 9.47 or that always throughout the time frame 1297 to 1544, var81 is less than 2.21"""
"G [47,1266] (F [70,1219] ((((var83) >= (var84)) implies ((var85) or (var86))) until [145,583] ((var87) < (var88))))","{'always_bounded': {'child_node': {'eventually_bounded': {'child_node': {'until': {'left_node': {'implies': {'left_node': {'predicate': {'left_node': 'var83', 'right_node': 'var84', 'type': '>='}}, 'right_node': {'or': {'left_node': 'var85', 'right_node': 'var86'}}}}, 'right_node': {'predicate': {'left_node': 'var87', 'right_node': 'var88', 'type': '<'}}, 'bound': [145.0, 583.0]}}, 'bound': [70.0, 1219.0]}}, 'bound': [47.0, 1266.0]}}","""Always during a specified time range of 47 and 1266, at some point between 70 and 1219, if (var83) becomes greater than or equal to (var84) then it implies that either (var85) or (var86) must be true until during time 145 to 583 (var87) becomes less than (var88)."""
"(G [225,1939] ((var98) < (var99))) implies (((var100) <= (3.77)) implies ((var101) >= (6.59)))","{'implies': {'left_node': {'always_bounded': {'child_node': {'predicate': {'left_node': 'var98', 'right_node': 'var99', 'type': '<'}}, 'bound': [225.0, 1939.0]}}, 'right_node': {'implies': {'left_node': {'predicate': {'left_node': 'var100', 'right_node': 3.77, 'type': '<='}}, 'right_node': {'predicate': {'left_node': 'var101', 'right_node': 6.59, 'type': '>='}}}}}}",""" If always throughout the time 225 and 1939 (var98) is less than (var99), it implies that if (var100) is less than or equal to 3.77, then (var101) must be greater than or equal to 6.59."""
"not (F [0,1943] (G [707,1835] (F [800,1215] (var104))))","{'not': {'child_node': {'eventually_bounded': {'child_node': {'always_bounded': {'child_node': {'eventually_bounded': {'child_node': 'var104', 'bound': [800.0, 1215.0]}}, 'bound': [707.0, 1835.0]}}, 'bound': [0.0, 1943.0]}}}}","""It should not be the case that, at some point within a time window of 0 to 1943 units, there exists a time window within 707 to 1835 units where (var104) remains true throughout a time window of 800 to 1215 units."""
